country_code,region_code,country,region,year,min_percent_canopy_density,loss_ha,loss_percent,extent_ha,extent_percent,gain_ha,gain_percent
PER,9,Peru,Huancavelica,2012,20,222,0.243421052631579,90978,4.12580115450599,13.8333333333333,0.0151681286549708
PER,10,Peru,Huánuco,2001,20,9071,0.395613578298866,2283823,61.7808158404871,1055.08333333333,0.0460153558486931
PER,10,Peru,Huánuco,2002,20,10666,0.467023933115657,2273157,61.4922846444379,1055.08333333333,0.0461981218918162
PER,10,Peru,Huánuco,2003,20,11966,0.526404467443296,2261191,61.1685865109366,1055.08333333333,0.0464148905391635
PER,10,Peru,Huánuco,2004,20,8884,0.39289029542396,2252307,60.9282610706872,1055.08333333333,0.0466605135671128
PER,10,Peru,Huánuco,2005,20,24058,1.06814923542839,2228249,60.2774563159008,1055.08333333333,0.0468445613024039
PER,10,Peru,Huánuco,2006,20,9191,0.412476343532523,2219058,60.0288260681146,1055.08333333333,0.0473503335279555
PER,10,Peru,Huánuco,2007,20,10732,0.483628638818814,2208326,59.7385094737024,1055.08333333333,0.0475464513921373
PER,10,Peru,Huánuco,2008,20,17464,0.790825267646172,2190862,59.2660822462692,1055.08333333333,0.0477775171479815
PER,10,Peru,Huánuco,2009,20,24623,1.12389552605322,2166239,58.5999933994364,1055.08333333333,0.0481583656722027
PER,10,Peru,Huánuco,2010,20,15785,0.728682292212448,2150454,58.172985624297,1055.08333333333,0.0487057676153616
PER,10,Peru,Huánuco,2011,20,14978,0.696504087043945,2135476,57.7678084018683,1055.08333333333,0.0490632830710786
PER,10,Peru,Huánuco,2012,20,34171,1.60015846584087,2101305,56.8434319251951,1055.08333333333,0.0494074076849065
PER,11,Peru,Ica,2001,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2002,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2003,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2004,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2005,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2006,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2007,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2009,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2010,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2011,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,11,Peru,Ica,2012,20,0,0,117,0.00553970715308768,5.16666666666667,4.41595441595442
PER,12,Peru,Junín,2000,20,0,0,2448682,55.1938923148809,0,0
PER,12,Peru,Junín,2001,20,5790,0.236453733069463,2442892,55.063384296076,518.583333333333,0.02117805959832
PER,12,Peru,Junín,2002,20,2628,0.107577412345695,2440264,55.0041485321004,518.583333333333,0.0212282545987843
PER,12,Peru,Junín,2003,20,2421,0.0992105772162356,2437843,54.9495785988488,518.583333333333,0.0212511159994711
PER,12,Peru,Junín,2004,20,7621,0.312612420077913,2430222,54.7777993913683,518.583333333333,0.0212722202920095
PER,12,Peru,Junín,2005,20,10173,0.418603732498512,2420049,54.5484974785355,518.583333333333,0.0213389284326014
PER,12,Peru,Junín,2006,20,5181,0.214086574280108,2414868,54.4317164689624,518.583333333333,0.0214286294754087
PER,12,Peru,Junín,2007,20,4382,0.181459193628803,2410486,54.3329451151795,518.583333333333,0.0214746037188506
PER,12,Peru,Junín,2008,20,7004,0.290563811613094,2403482,54.1750732388912,518.583333333333,0.0215136422005078
PER,12,Peru,Junín,2009,20,8888,0.369796819780635,2394594,53.97473554094,518.583333333333,0.0215763352225369
PER,12,Peru,Junín,2010,20,6033,0.251942500482336,2388561,53.8387502425894,518.583333333333,0.0216564199748823
PER,12,Peru,Junín,2011,20,5969,0.249899416426878,2382592,53.7042075199216,518.583333333333,0.0217111195122642
PER,12,Peru,Junín,2012,20,13492,0.566274041044375,2369100,53.4000945337877,518.583333333333,0.0217655113982307
PER,14,Peru,Lambayeque,2000,20,0,0,89660,6.29431945742208,0,0
PER,14,Peru,Lambayeque,2001,20,47,0.0524202542939996,89613,6.29101995915642,14,0.0156145438322552
PER,14,Peru,Lambayeque,2002,20,47,0.0524477475366297,89566,6.28772046089077,14,0.0156227333087833
PER,14,Peru,Lambayeque,2003,20,58,0.064756715718018,89508,6.28364873962676,14,0.0156309313802112
PER,14,Peru,Lambayeque,2004,20,35,0.0391026500424543,89473,6.28119166645021,14,0.0156410600169817
PER,14,Peru,Lambayeque,2006,20,108,0.12088514791641,89233,6.26434316466813,14,0.0156702969521272
PER,14,Peru,Lambayeque,2007,20,38,0.042585142267995,89195,6.2616754852193,14,0.0156892629408403
PER,14,Peru,Lambayeque,2008,20,74,0.0829642917203879,89121,6.25648053050316,14,0.0156959470822356
PER,14,Peru,Lambayeque,2009,20,57,0.0639579896993974,89064,6.25247901132992,14,0.0157089799261678
PER,14,Peru,Lambayeque,2010,20,87,0.0976825653462678,88977,6.24637142943391,14,0.0157190335039971
PER,14,Peru,Lambayeque,2011,20,61,0.0685570428312935,88916,6.24208910189763,14,0.0157344032727559
PER,14,Peru,Lambayeque,2012,20,178,0.200188942372576,88738,6.22959312974259,14,0.015745197714697
PER,15,Peru,Lima,2000,20,0,0,21262,0.607701708835941,0,0
PER,15,Peru,Lima,2001,20,3,0.0141096792399586,21259,0.607615964074088,0.833333333333333,0.00391935534443295
PER,15,Peru,Lima,2002,20,1,0.00470389011712686,21258,0.607587382486804,0.833333333333333,0.00391990843093905
PER,15,Peru,Lima,2003,20,1,0.00470411139335779,21257,0.60755880089952,0.833333333333333,0.00392009282779816
PER,15,Peru,Lima,2004,20,3,0.0141129980712236,21254,0.607473056137667,0.833333333333333,0.00392027724200655
PER,15,Peru,Lima,2005,20,1,0.00470499670650231,21253,0.607444474550383,0.833333333333333,0.00392083058875192
PER,15,Peru,Lima,2006,20,1,0.00470521808685833,21252,0.607415892963099,0.833333333333333,0.00392101507238194
PER,15,Peru,Lima,2007,20,4,0.0188217579521927,21248,0.607301566613962,0.833333333333333,0.00392119957337349
PER,15,Peru,Lima,2008,20,1,0.00470632530120482,21247,0.607272985026678,0.833333333333333,0.00392193775100402
PER,15,Peru,Lima,2009,20,1,0.00470654680660799,21246,0.607244403439394,0.833333333333333,0.00392212233883999
PER,15,Peru,Lima,2010,20,1,0.00470676833286266,21245,0.60721582185211,0.833333333333333,0.00392230694405221
PER,15,Peru,Lima,2011,20,1,0.00470698987997176,21244,0.607187240264826,0.833333333333333,0.00392249156664313
PER,15,Peru,Lima,2012,20,3,0.0141216343438147,21241,0.607101495502973,0.833333333333333,0.0039226762066152
PER,16,Peru,Loreto,2000,20,0,0,36877397,99.3136345592754,0,0
PER,16,Peru,Loreto,2001,20,17297,0.0469040697205391,36860100,99.2670524228797,5968.75,0.0161853885728431
PER,16,Peru,Loreto,2002,20,14767,0.0400622895759914,36845333,99.2272837688845,5968.75,0.016192983741227
PER,16,Peru,Loreto,2003,20,10494,0.0284812190461137,36834839,99.1990226288408,5968.75,0.0161994736212589
PER,16,Peru,Loreto,2004,20,23394,0.0635105259995842,36811445,99.1360208077828,5968.75,0.0162040887432683
PER,16,Peru,Loreto,2005,20,30380,0.0825286809577837,36781065,99.0542051574561,5968.75,0.0162143865854763
PER,23,Peru,Tacna,2009,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,16,Peru,Loreto,2006,20,17171,0.0466843469595021,36763894,99.0079623486424,5968.75,0.0162277791575638
PER,16,Peru,Loreto,2007,20,24340,0.066206262046126,36739554,98.9424128776433,5968.75,0.0162353585286695
PER,16,Peru,Loreto,2008,20,31964,0.0870016005093584,36707590,98.8563313948572,5968.75,0.0162461144737903
PER,16,Peru,Loreto,2009,20,36024,0.0981377420854924,36671566,98.7593160233177,5968.75,0.0162602611612476
PER,16,Peru,Loreto,2010,20,31641,0.0862821075053081,36639925,98.674104404095,5968.75,0.0162762342900764
PER,16,Peru,Loreto,2011,20,22607,0.0617004538082433,36617318,98.6132220338864,5968.75,0.016290289895517
PER,16,Peru,Loreto,2012,20,50561,0.138079473761568,36566757,98.4770574158427,5968.75,0.0163003472837634
PER,17,Peru,Madre de Dios,2000,20,0,0,8307326,98.7267517843979,0,0
PER,17,Peru,Madre de Dios,2001,20,7260,0.087392742261469,8300066,98.6404717686678,1094.08333333333,0.0131701023088938
PER,17,Peru,Madre de Dios,2002,20,5835,0.0703006458020936,8294231,98.5711268799922,1094.08333333333,0.0131816220899127
PER,17,Peru,Madre de Dios,2003,20,5874,0.0708203087181922,8288357,98.5013185036288,1094.08333333333,0.0131908953745481
PER,17,Peru,Madre de Dios,2004,20,8460,0.102070892940543,8279897,98.4007773282739,1094.08333333333,0.0132002438279786
PER,17,Peru,Madre de Dios,2005,20,9472,0.114397558327114,8270425,98.2882092416355,1094.08333333333,0.0132137312014067
PER,18,Peru,Moquegua,2012,20,0,0,620,0.0394652082362617,0.416666666666667,0.0672043010752688
PER,19,Peru,Pasco,2000,20,0,0,1719455,72.0543981990748,0,0
PER,19,Peru,Pasco,2001,20,3689,0.214544724927375,1715766,71.8998092886605,675,0.0392566249189423
PER,19,Peru,Pasco,2002,20,3689,0.215006008977914,1712077,71.7452203782463,675,0.03934102902144
PER,19,Peru,Pasco,2003,20,3450,0.201509628363678,1708627,71.6006468512933,675,0.039425796853763
PER,20,Peru,Piura,2001,20,769,0.130365498067404,589111,16.4911811199517,153.916666666667,0.0260928776474311
PER,20,Peru,Piura,2002,20,1099,0.186552279621328,588012,16.460416445636,153.916666666667,0.0261269381604938
PER,20,Peru,Piura,2003,20,800,0.13605164520452,587212,16.4380217782542,153.916666666667,0.0261757696554946
PER,20,Peru,Piura,2004,20,936,0.159397287521372,586276,16.4118200174175,153.916666666667,0.0262114307382456
PER,20,Peru,Piura,2005,20,927,0.158116654954322,585349,16.3858701965888,153.916666666667,0.0262532777508659
PER,20,Peru,Piura,2006,20,1460,0.249423847994957,583889,16.344999928617,153.916666666667,0.0262948542949021
PER,20,Peru,Piura,2007,20,607,0.103958115326715,583282,16.3280079747411,153.916666666667,0.026360603927573
PER,20,Peru,Piura,2008,20,985,0.168872003593459,582297,16.3004345405272,153.916666666667,0.0263880364329204
PER,20,Peru,Piura,2009,20,864,0.148377889633641,581433,16.2762482997549,153.916666666667,0.0264326738188015
PER,20,Peru,Piura,2010,20,405,0.0696554891105252,581028,16.2649109993928,153.916666666667,0.0264719523430329
PER,20,Peru,Piura,2011,20,405,0.069704041801772,580623,16.2535736990308,153.916666666667,0.0264904043637599
PER,20,Peru,Piura,2012,20,1301,0.224069663103253,579322,16.2171543712011,153.916666666667,0.0265088821260382
PER,21,Peru,Puno,2000,20,0,0,1560040,23.2387179289709,0,0
PER,21,Peru,Puno,2001,20,902,0.0578190302812748,1559138,23.2252815276146,131.583333333333,0.0084346127877063
PER,21,Peru,Puno,2002,20,616,0.0395090107482468,1558522,23.2161054486395,131.583333333333,0.00843949242038443
PER,21,Peru,Puno,2003,20,622,0.0399096066658026,1557900,23.2068399922718,131.583333333333,0.00844282809824522
PER,21,Peru,Puno,2004,20,726,0.0466011939148854,1557174,23.1960253277655,131.583333333333,0.00844619894302159
PER,21,Peru,Puno,2005,20,1171,0.0752003308557682,1556003,23.1785818399737,131.583333333333,0.0084501368076614
PER,21,Peru,Puno,2006,20,795,0.051092446479859,1555208,23.1667393354523,131.583333333333,0.00845649612072299
PER,21,Peru,Puno,2007,20,1046,0.0672578844759029,1554162,23.1511578766732,131.583333333333,0.00846081896012195
PER,21,Peru,Puno,2008,20,1157,0.0744452637498536,1553005,23.1339229361308,131.583333333333,0.00846651335789534
PER,21,Peru,Puno,2009,20,661,0.0425626446791865,1552344,23.1240765267111,131.583333333333,0.00847282097181486
PER,21,Peru,Puno,2010,20,1850,0.119174615935643,1550494,23.0965184973217,131.583333333333,0.00847642876407119
PER,21,Peru,Puno,2011,20,810,0.0522414146717111,1549684,23.0844525493188,131.583333333333,0.00848654256858352
PER,21,Peru,Puno,2012,20,1181,0.0762090852070487,1548503,23.0668600992059,131.583333333333,0.00849097837580651
PER,22,Peru,San Martín,2000,20,0,0,4685765,93.2726466734173,0,0
PER,22,Peru,San Martín,2001,20,17004,0.362886316321881,4668761,92.9341730017682,1661.41666666667,0.0354566792544369
PER,22,Peru,San Martín,2002,20,20642,0.442130149733516,4648119,92.5232830035219,1661.41666666667,0.0355858153087439
PER,22,Peru,San Martín,2003,20,15116,0.325206820221255,4633003,92.2223909769018,1661.41666666667,0.0357438496446986
PER,22,Peru,San Martín,2004,20,25246,0.54491654764739,4607757,91.7198559078326,1661.41666666667,0.0358604703400077
PER,22,Peru,San Martín,2005,20,37571,0.815385880809253,4570186,90.9719851528615,1661.41666666667,0.0360569506305707
PER,22,Peru,San Martín,2006,20,16921,0.370247512902101,4553265,90.6351636403954,1661.41666666667,0.0363533708839567
PER,22,Peru,San Martín,2007,20,38905,0.854441812633352,4514360,89.8607389053032,1661.41666666667,0.0364884685311895
PER,22,Peru,San Martín,2008,20,19640,0.435056131987701,4494720,89.4697942504462,1661.41666666667,0.0368029281374695
PER,22,Peru,San Martín,2009,20,44979,1.00070749679624,4449741,88.5744633120138,1661.41666666667,0.0369637411599981
PER,22,Peru,San Martín,2010,20,34803,0.7821354096789,4414938,87.8816910705175,1661.41666666667,0.0373373791118779
PER,22,Peru,San Martín,2011,20,23254,0.526711813393529,4391684,87.4188078218391,1661.41666666667,0.0376317100413792
PER,22,Peru,San Martín,2012,20,59490,1.35460565924142,4332194,86.2346277038431,1661.41666666667,0.0378309702307057
PER,23,Peru,Tacna,2001,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2002,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2003,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2004,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2005,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2006,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2007,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2008,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2010,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2011,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,23,Peru,Tacna,2012,20,0,0,191,0.011943837698879,0.166666666666667,0.0872600349040139
PER,24,Peru,Tumbes,2000,20,0,0,137383,29.7135552969777,0,0
PER,24,Peru,Tumbes,2001,20,24,0.017469410334612,137359,29.7083645140778,43.0833333333333,0.0313600178576195
PER,24,Peru,Tumbes,2002,20,11,0.00800821205745528,137348,29.7059854052487,43.0833333333333,0.0313654972250332
PER,24,Peru,Tumbes,2003,20,31,0.0225704051023677,137317,29.6992806440031,43.0833333333333,0.0313680092417315
PER,24,Peru,Tumbes,2005,20,78,0.0568198374078499,137198,29.6735430121248,43.0833333333333,0.0313844614742077
PER,24,Peru,Tumbes,2006,20,42,0.0306126911471013,137156,29.6644591420501,43.0833333333333,0.0314023042124035
PER,24,Peru,Tumbes,2007,20,84,0.0612441307708011,137072,29.6462914019007,43.0833333333333,0.0314119202465319
PER,24,Peru,Tumbes,2008,20,67,0.048879421034201,137005,29.6318004663053,43.0833333333333,0.0314311699933855
PER,24,Peru,Tumbes,2009,20,16,0.011678405897595,136989,29.6283399443721,43.0833333333333,0.0314465408805032
PER,24,Peru,Tumbes,2010,20,57,0.0416091802991481,136932,29.616011834985,43.0833333333333,0.0314502137641222
PER,24,Peru,Tumbes,2011,20,35,0.0255601320363392,136897,29.6084419432561,43.0833333333333,0.031463305387589
PER,1,Peru,Amazonas,2000,25,0,0,3496608,88.9314139085809,0,0
PER,1,Peru,Amazonas,2001,25,3454,0.0987814476200935,3493154,88.843566170533,479.25,0.0137061403508772
PER,1,Peru,Amazonas,2002,25,3525,0.10091166893873,3489629,88.7539126451656,479.25,0.0137196928620954
PER,1,Peru,Amazonas,2003,25,4282,0.122706453895242,3485347,88.6450058662654,479.25,0.0137335516182379
PER,1,Peru,Amazonas,2004,25,3644,0.104552000130833,3481703,88.5523257396162,479.25,0.0137504242762629
PER,1,Peru,Amazonas,2005,25,3828,0.109946195870239,3477875,88.4549658261108,479.25,0.0137648156663564
PER,1,Peru,Amazonas,2006,25,4279,0.123034899184128,3473596,88.3461353480833,479.25,0.013779966215002
PER,1,Peru,Amazonas,2007,25,5541,0.159517687146116,3468055,88.2052076362931,479.25,0.0137969412677813
PER,1,Peru,Amazonas,2008,25,3230,0.0931357778351266,3464825,88.1230570300699,479.25,0.0138189849930292
PER,1,Peru,Amazonas,2009,25,5903,0.170369354873623,3458922,87.9729223463129,479.25,0.013831867410331
PER,1,Peru,Amazonas,2010,25,4404,0.127322905807069,3454518,87.8609126652582,479.25,0.0138554728901085
PER,1,Peru,Amazonas,2011,25,3565,0.103198188575078,3450953,87.7702417949221,479.25,0.013873136570717
PER,1,Peru,Amazonas,2012,25,8188,0.237267792404011,3442765,87.5619912798276,479.25,0.0138874681863242
PER,13,Peru,La Libertad,2000,25,0,0,237808,9.41923534859108,0,0
PER,13,Peru,La Libertad,2001,25,165,0.0693837045011101,237643,9.41269993417055,75.4166666666667,0.0317132588755074
PER,13,Peru,La Libertad,2002,25,109,0.0458671200077427,237534,9.40838259979578,75.4166666666667,0.0317352779870085
PER,13,Peru,La Libertad,2003,25,104,0.0437832057726473,237430,9.40426330828223,75.4166666666667,0.0317498407245559
PER,13,Peru,La Libertad,2004,25,140,0.0589647475045277,237290,9.39871810816784,75.4166666666667,0.0317637479116652
PER,13,Peru,La Libertad,2005,25,215,0.0906064309494711,237075,9.39020226513503,75.4166666666667,0.0317824883756866
PER,13,Peru,La Libertad,2006,25,153,0.0645365390699146,236922,9.38414215358145,75.4166666666667,0.0318113114696474
PER,13,Peru,La Libertad,2007,25,152,0.0641561357746431,236770,9.37812165060011,75.4166666666667,0.0318318546469584
PER,13,Peru,La Libertad,2008,25,129,0.0544832537905985,236641,9.37301214478042,75.4166666666667,0.0318522898452788
PER,13,Peru,La Libertad,2009,25,267,0.112829137807903,236374,9.36243665599084,75.4166666666667,0.0318696534694608
PER,13,Peru,La Libertad,2010,25,237,0.10026483454187,236137,9.35304942436862,75.4166666666667,0.0319056523419101
PER,13,Peru,La Libertad,2011,25,115,0.0487005424816949,236022,9.34849443856037,75.4166666666667,0.0319376745985029
PER,13,Peru,La Libertad,2012,25,215,0.0910932031759751,235807,9.33997859552756,75.4166666666667,0.0319532359977742
PER,23,Peru,Tacna,2002,10,0,0,282,0.0176343572308056,0.166666666666667,0.0591016548463357
PER,5,Peru,Ayacucho,2000,25,0,0,389228,8.94826998381749,0,0
PER,9,Peru,Huancavelica,2000,25,0,0,87568,3.97115957152037,0,0
PER,5,Peru,Ayacucho,2001,25,783,0.201167439135931,388445,8.93026897824407,70,0.0179843176749874
PER,8,Peru,Cusco,2000,25,0,0,3665500,50.8967223510551,0,0
PER,2,Peru,Ancash,2007,25,28,0.0316957210776545,88312,2.46333738255062,37.75,0.0427326239529092
PER,2,Peru,Ancash,2008,25,30,0.0339704683395235,88282,2.46250057530498,37.75,0.0427461726605671
PER,2,Peru,Ancash,2009,25,56,0.0634330894180014,88226,2.46093853511313,37.75,0.0427606986701706
PER,3,Peru,Apurímac,2000,25,0,0,122528,5.81078434301687,0,0
PER,5,Peru,Ayacucho,2002,25,134,0.0344965181685953,388311,8.92718834638349,70,0.0180205691925498
PER,11,Peru,Ica,2011,25,0,0,78,0.00369313810205845,5.16666666666667,6.62393162393162
PER,2,Peru,Ancash,2011,25,35,0.0396946911185964,88138,2.45848390052593,37.75,0.0428135597064861
PER,2,Peru,Ancash,2012,25,55,0.0624021420953505,88083,2.45694975390894,37.75,0.0428305611654451
PER,5,Peru,Ayacucho,2003,25,704,0.181297980227189,387607,8.91100353422042,70,0.0180267878066807
PER,2,Peru,Ancash,2001,25,109,0.122965152352696,88534,2.46952975616832,37.75,0.042586555057929
PER,2,Peru,Ancash,2002,25,34,0.0384033252761651,88500,2.46858137462326,37.75,0.0426389861522127
PER,2,Peru,Ancash,2003,25,26,0.0293785310734463,88474,2.46785614167705,37.75,0.0426553672316384
PER,2,Peru,Ancash,2004,25,43,0.0486018491308181,88431,2.4666567179583,37.75,0.0426679024346136
PER,2,Peru,Ancash,2005,25,60,0.0678495097872918,88371,2.46498310346703,37.75,0.0426886499078378
PER,2,Peru,Ancash,2006,25,31,0.0350793812449786,88340,2.46411840264654,37.75,0.0427176336128368
PER,2,Peru,Ancash,2010,25,53,0.0600729943554054,88173,2.45946017564584,37.75,0.0427878403191803
PER,3,Peru,Apurímac,2001,25,101,0.0824301384173413,122427,5.80599450543979,35.4166666666667,0.0289049577783581
PER,3,Peru,Apurímac,2002,25,173,0.141308698244668,122254,5.79779013018399,35.4166666666667,0.0289288038313988
PER,3,Peru,Apurímac,2003,25,233,0.190586811065487,122021,5.7867403068626,35.4166666666667,0.0289697405947181
PER,3,Peru,Apurímac,2004,25,188,0.154071840093099,121833,5.77782456959041,35.4166666666667,0.0290250585281768
PER,3,Peru,Apurímac,2005,25,144,0.118194577823742,121689,5.77099549423299,35.4166666666667,0.0290698469763255
PER,3,Peru,Apurímac,2006,25,76,0.0624542892126651,121613,5.76739126001657,35.4166666666667,0.0291042466177441
PER,3,Peru,Apurímac,2007,25,125,0.102785064096766,121488,5.76146324321325,35.4166666666667,0.029122434827417
PER,3,Peru,Apurímac,2008,25,124,0.102067693928618,121364,5.75558265054436,35.4166666666667,0.0291523991395584
PER,3,Peru,Apurímac,2009,25,141,0.116179427177746,121223,5.74889584759021,35.4166666666667,0.0291821847225427
PER,3,Peru,Apurímac,2010,25,111,0.0915667818813262,121112,5.74363176866887,35.4166666666667,0.0292161278525252
PER,3,Peru,Apurímac,2011,25,132,0.108990025761279,120980,5.73737178292456,35.4166666666667,0.029242904639232
PER,3,Peru,Apurímac,2012,25,222,0.183501405190941,120758,5.72684362508187,35.4166666666667,0.0292748112635697
PER,4,Peru,Arequipa,2000,25,0,0,2836,0.0448761940809946,0,0
PER,4,Peru,Arequipa,2001,25,3,0.105782792665726,2833,0.0448287227896536,8.41666666666667,0.29677950164551
PER,4,Peru,Arequipa,2002,25,9,0.31768443346276,2824,0.0446863089156307,8.41666666666667,0.297093775738322
PER,4,Peru,Arequipa,2003,25,6,0.212464589235128,2818,0.0445913663329488,8.41666666666667,0.29804060434372
PER,4,Peru,Arequipa,2004,25,7,0.248403122782115,2811,0.0444805999864865,8.41666666666667,0.298675183345162
PER,4,Peru,Arequipa,2005,25,16,0.569192458199929,2795,0.0442274197660013,8.41666666666667,0.299418949365588
PER,4,Peru,Arequipa,2006,25,0,0,2795,0.0442274197660013,8.41666666666667,0.30113297555158
PER,4,Peru,Arequipa,2007,25,3,0.107334525939177,2792,0.0441799484746604,8.41666666666667,0.30113297555158
PER,4,Peru,Arequipa,2008,25,3,0.107449856733524,2789,0.0441324771833194,8.41666666666667,0.301456542502388
PER,4,Peru,Arequipa,2009,25,3,0.107565435640014,2786,0.0440850058919784,8.41666666666667,0.301780805545596
PER,4,Peru,Arequipa,2010,25,6,0.215362526920316,2780,0.0439900633092965,8.41666666666667,0.302105766929887
PER,4,Peru,Arequipa,2011,25,5,0.179856115107914,2775,0.0439109444903949,8.41666666666667,0.302757793764988
PER,4,Peru,Arequipa,2012,25,3,0.108108108108108,2772,0.0438634731990539,8.41666666666667,0.303303303303303
PER,5,Peru,Ayacucho,2004,25,798,0.205878634802777,386809,8.89265768179694,70,0.0180595293686647
PER,5,Peru,Ayacucho,2005,25,1027,0.265505714706742,385782,8.86904716746246,70,0.0180967867862433
PER,5,Peru,Ayacucho,2006,25,1194,0.309501220896776,384588,8.84159735819725,70,0.018144962699141
PER,5,Peru,Ayacucho,2007,25,887,0.230636421313198,383701,8.82120541446338,70,0.0182012959322704
PER,5,Peru,Ayacucho,2008,25,391,0.101902262438722,383310,8.81221640657168,70,0.0182433717920985
PER,5,Peru,Ayacucho,2009,25,1522,0.397067647595941,381788,8.77722594618504,70,0.0182619811640709
PER,5,Peru,Ayacucho,2010,25,603,0.157941056293021,381185,8.76336310281241,70,0.0183347826542479
PER,5,Peru,Ayacucho,2011,25,782,0.205149730445847,380403,8.745385087029,70,0.0183637866127996
PER,5,Peru,Ayacucho,2012,25,1879,0.493949837409274,378524,8.70218727161081,70,0.0184015373170033
PER,6,Peru,Cajamarca,2000,25,0,0,1177521,35.8193386909794,0,0
PER,6,Peru,Cajamarca,2001,25,2047,0.173839787146047,1175474,35.7570704288419,429.333333333333,0.0364607793265117
PER,6,Peru,Cajamarca,2002,25,2107,0.179246839998162,1173367,35.6929770100222,429.333333333333,0.0365242730450298
PER,6,Peru,Cajamarca,2003,25,1539,0.131161009300585,1171828,35.6461617411265,429.333333333333,0.036589859211426
PER,6,Peru,Cajamarca,2004,25,1411,0.120410162583587,1170417,35.6032401398192,429.333333333333,0.0366379138690434
PER,6,Peru,Cajamarca,2005,25,2716,0.232054045694825,1167701,35.5206213806763,429.333333333333,0.0366820828246115
PER,6,Peru,Cajamarca,2006,25,2436,0.208615047858998,1165265,35.4465200193832,429.333333333333,0.0367674030709345
PER,6,Peru,Cajamarca,2007,25,1992,0.170948239241718,1163273,35.3859248175376,429.333333333333,0.0368442657535696
PER,6,Peru,Cajamarca,2008,25,2140,0.183963695538365,1161133,35.3208275625428,429.333333333333,0.0369073582326189
PER,6,Peru,Cajamarca,2009,25,2159,0.185939078469047,1158974,35.2551523412654,429.333333333333,0.0369753795071997
PER,6,Peru,Cajamarca,2010,25,2903,0.250480166077928,1156071,35.1668451771299,429.333333333333,0.0370442592614962
PER,6,Peru,Cajamarca,2011,25,1637,0.141600299635576,1154434,35.1170488189867,429.333333333333,0.037137280784081
PER,6,Peru,Cajamarca,2012,25,3077,0.266537541340605,1151357,35.0234487004732,429.333333333333,0.0371899418531794
PER,7,Peru,Callao,2000,25,0,0,1555,1.98506414757133,0,0
PER,7,Peru,Callao,2001,25,1,0.0643086816720257,1554,1.98378757898768,4.75,0.305466237942122
PER,7,Peru,Callao,2002,25,1,0.0643500643500644,1553,1.98251101040403,4.75,0.305662805662806
PER,7,Peru,Callao,2003,25,0,0,1553,1.98251101040403,4.75,0.305859626529298
PER,7,Peru,Callao,2004,25,1,0.0643915003219575,1552,1.98123444182039,4.75,0.305859626529298
PER,7,Peru,Callao,2005,25,2,0.128865979381443,1550,1.97868130465309,4.75,0.306056701030928
PER,7,Peru,Callao,2006,25,0,0,1550,1.97868130465309,4.75,0.306451612903226
PER,7,Peru,Callao,2007,25,3,0.193548387096774,1547,1.97485159890215,4.75,0.306451612903226
PER,7,Peru,Callao,2008,25,1,0.0646412411118293,1546,1.9735750303185,4.75,0.307045895281189
PER,7,Peru,Callao,2009,25,3,0.19404915912031,1543,1.96974532456756,4.75,0.307244501940492
PER,7,Peru,Callao,2010,25,2,0.129617627997408,1541,1.96719218740027,4.75,0.307841866493843
PER,7,Peru,Callao,2011,25,1,0.0648929266709929,1540,1.96591561881662,4.75,0.308241401687216
PER,7,Peru,Callao,2012,25,2,0.12987012987013,1538,1.96336248164933,4.75,0.308441558441558
